nome,sexo,data_nascimento,serie,nota_bim1,nota_bim2,nota_bim3,nota_bim4
Camila Ribeiro,F,2012-07-22,8º Ano,,1.5,5.3,3.6
Mariana Pereira,M,2012-08-25,3º EM,3.8,6.6,0.7,3.2
Larissa Costa,F,invalid,8º Ano,6.4,,0.6,1.9
Mariana Almeida,F,2006-03-18,7º Ano,2.9,1.0,5.5,8.6
Rodrigo Barbosa,,2007-01-21,9º Ano,2.3,5.9,9.9,2.5
Rafael Costa,,2009-06-22,3º EM,5.5,3.4,5.3,2.5
Ana Ribeiro,F,2007-03-18,7º Ano,5.9,2.3,5.4,
Mariana Martins,M,2012-11-04,1º EM,8.7,6.2,7.5,4.8
Rafael Ribeiro,M,2008-12-30,3º EM,0.6,5.4,7.7,9.8
Beatriz Costa,F,2013-10-08,6º Ano,6.0,7.7,8.3,2.8
Rafael Ribeiro,M,2007-02-07,2º EM,4.4,5.9,9.6,8.6
Felipe Santos,M,2011-03-26,7º Ano,9.2,3.3,1.4,5.1
Juliana Barbosa,M,2007-07-29,7º Ano,2.1,1.2,,7.8
Diego Santos,M,2009/12/31,8º Ano,7.5,8.9,0.1,4.6
Lucas Melo,F,2013-09-13,9º Ano,2.9,4.0,6.1,7.2
Pedro Santos,F,2009-07-13,9º Ano,9.7,3.1,4.5,4.5
Larissa Lima,M,2011-09-29,8º Ano,1.2,7.7,8.5,0.0
Juliana Carvalho,M,2005-07-01,7º Ano,8.0,5.3,6.3,0.8
Rafael Santos,F,2007-04-02,7º Ano,4.0,3.2,4.2,8.1
Lucas Araújo,M,2010-09-13,3º EM,,0.4,6.0,6.0
Beatriz Melo,F,2005-12-27,3º EM,7.0,7.7,0.3,1.6
Rodrigo Araújo,F,2010-03-04,8º Ano,4.3,2.0,7.9,0.0
João Melo,F,2008-07-26,8º Ano,0.9,9.8,8.4,9.2
Fernanda Souza,M,2006-08-15,7º Ano,4.1,,8.1,7.7
Pedro Souza,M,2012-12-27,2º EM,1.0,,3.8,4.4
Lucas Costa,M,2005-09-30,8º Ano,3.2,6.2,0.5,8.4
Ana Teixeira,F,2007-03-09,3º EM,6.4,2.6,5.2,1.8
Camila Moreira,M,2007-10-08,7º Ano,3.0,5.6,5.8,6.9
Bruno Carvalho,F,2007-04-20,6º Ano,7.4,7.1,0.0,8.3
Aline Moreira,M,2011-04-16,2º EM,9.1,0.2,6.1,6.0
João Silva,M,2005-09-08,1º EM,0.3,9.2,2.4,7.8
Rodrigo Melo,F,2008-05-09,7º Ano,1.8,2.7,4.5,7.4
Rafael Santos,M,2012-06-28,9º Ano,9.6,1.0,,5.2
Beatriz Rocha,M,2010-02-22,1º EM,1.0,,9.5,0.0
Maria Silva,F,2006-08-16,2º EM,6.4,3.7,4.9,6.6
Mariana Lima,M,2009-01-20,3º EM,8.0,0.5,4.6,7.1
Rodrigo Gomes,M,2005-03-29,9º Ano,9.4,6.0,3.8,6.4
Lucas Teixeira,F,2009-05-25,3º EM,4.0,1.4,1.5,5.7
Rafael Carvalho,F,2012-12-11,6º Ano,3.1,1.5,6.5,3.5
Carlos Gomes,M,2008-09-02,8º Ano,3.8,4.4,0.8,4.2
Aline Lima,M,2009-08-23,7º Ano,0.9,5.5,5.8,1.0
Larissa Rocha,F,2012-09-15,2º EM,7.6,,,3.1
Gustavo Silva,F,2009-11-18,3º EM,8.7,4.3,3.6,2.5
João Dias,F,2005-10-26,6º Ano,5.7,0.8,1.1,8.0
Camila Almeida,M,2006-10-16,9º Ano,5.1,2.7,0.5,6.6
Felipe Pereira,F,2011-06-01,2º EM,9.5,1.5,3.1,
Larissa Pereira,F,2009-11-21,1º EM,4.5,5.5,5.1,6.9
Camila Dias,M,2010-04-26,7º Ano,1.5,9.2,3.5,5.6
Gustavo Pereira,F,2006-05-09,2º EM,3.7,4.8,,4.3
Maria Souza,F,2008-01-21,3º EM,5.9,8.8,4.3,0.1
Camila Ribeiro,F,2010-10-06,8º Ano,3.4,4.6,4.2,2.0
Felipe Moreira,M,2012-10-01,2º EM,8.7,8.6,0.1,2.2
Felipe Souza,F,2012-08-09,6º Ano,7.1,9.9,1.3,0.6
Diego Melo,F,2008-07-19,7º Ano,1.8,1.5,2.0,5.0
Rafael Moreira,F,2013-05-02,7º Ano,6.2,7.8,1.9,4.0
João Ribeiro,M,2006-04-13,1º EM,6.7,7.8,5.0,0.8
Juliana Carvalho,M,2010-02-07,2º EM,4.1,7.2,3.8,6.4
Maria Pereira,M,2010-06-25,7º Ano,7.5,1.7,5.9,8.0
Gustavo Oliveira,F,2011-06-03,2º EM,6.4,0.4,9.0,4.6
Beatriz Almeida,M,2010-07-01,9º Ano,9.3,0.5,4.7,1.2
Camila Ribeiro,F,2010-10-18,2º EM,1.3,9.8,1.4,7.8
Larissa Ferreira,F,2010-08-07,7º Ano,8.9,7.9,6.9,9.5
Camila Almeida,F,2011-12-10,9º Ano,9.2,,0.7,5.7
Bruno Carvalho,M,2008-07-30,6º Ano,3.6,,7.5,2.2
Maria Oliveira,F,2012-09-30,8º Ano,5.2,7.3,5.7,4.6
Juliana Silva,M,2012-02-07,7º Ano,0.9,1.4,9.6,4.2
Juliana Barbosa,M,2009-10-02,1º EM,1.5,0.7,3.1,1.2
Felipe Souza,M,2007-02-07,8º Ano,5.1,,9.6,0.5
Camila Almeida,F,2010-09-16,3º EM,9.3,1.0,2.5,2.1
Aline Almeida,M,2011-07-30,3º EM,8.1,2.3,2.8,3.1
João Gomes,F,2008-02-07,7º Ano,1.8,2.1,1.3,4.3
Maria Souza,F,2012-03-31,1º EM,6.3,2.7,,6.2
Felipe Santos,F,2011-08-26,7º Ano,5.1,5.0,9.1,9.3
Felipe Pereira,F,2012-08-16,8º Ano,9.6,1.8,3.0,9.4
Carlos Rocha,F,2009-01-29,1º EM,2.7,4.3,7.2,8.4
Maria Ribeiro,M,2007-06-05,8º Ano,5.7,5.3,6.3,7.8
Felipe Ribeiro,M,2013-01-05,7º Ano,6.0,,7.5,8.8
Camila Martins,F,2006-06-17,8º Ano,3.3,9.5,9.9,7.4
Diego Lima,M,2009-04-06,1º EM,4.6,9.7,0.1,8.7
Patricia Lima,M,2009-11-03,2º EM,9.4,4.0,8.0,8.5
Aline Araújo,F,2006-05-06,8º Ano,8.9,6.6,7.2,3.9
Lucas Melo,M,2009-05-20,3º EM,4.9,0.3,8.8,8.6
Juliana Oliveira,M,2013-06-15,2º EM,1.3,0.4,5.8,8.4
Lucas Ribeiro,M,2011-10-05,6º Ano,7.2,5.2,9.2,4.8
Diego Dias,F,2012-07-30,8º Ano,3.8,7.9,3.8,2.8
Patricia Barbosa,M,2013-04-03,8º Ano,5.5,2.2,2.0,0.2
Maria Silva,M,2007-05-01,6º Ano,8.8,5.2,0.8,9.2
Rodrigo Rocha,M,2011-01-18,7º Ano,0.5,10.0,4.8,5.9
Aline Ribeiro,F,2008-08-12,6º Ano,4.4,7.3,2.9,7.9
Lucas Ribeiro,F,2010-02-06,1º EM,5.1,3.8,0.2,7.3
Larissa Souza,F,2010-05-22,2º EM,7.5,5.4,4.8,2.8
Camila Oliveira,F,2013-04-05,7º Ano,5.2,0.0,9.9,1.2
João Melo,F,2005-10-14,3º EM,0.5,7.6,0.9,5.0
Pedro Silva,M,,9º Ano,4.6,2.9,0.9,1.6
Patricia Dias,F,2005-10-13,3º EM,8.3,4.6,9.0,1.9
Mariana Ribeiro,F,2007-04-30,2º EM,5.6,7.8,5.4,1.3
Patricia Ribeiro,M,2013-12-19,1º EM,6.9,1.2,9.5,9.6
Larissa Melo,F,2007-02-02,9º Ano,7.0,2.9,3.4,2.6
Lucas Ribeiro,M,2005-04-16,9º Ano,6.5,4.4,1.0,8.4
Pedro Almeida,M,2008-07-01,2º EM,4.7,2.9,3.7,8.9
Fernanda Costa,F,2010-02-21,1º EM,0.0,,,1.0
Maria Gomes,F,2006-10-13,9º Ano,,2.4,3.5,0.9
Larissa Ribeiro,M,2009-07-21,3º EM,3.3,8.1,2.0,7.4
Carlos Pereira,M,2011-08-11,2º EM,0.8,4.1,5.0,0.7
Fernanda Silva,M,2007-02-28,9º Ano,2.3,7.7,4.0,0.5
Lucas Silva,M,2012-07-16,8º Ano,4.6,3.9,4.9,4.4
Aline Ribeiro,M,2011-09-22,9º Ano,2.3,4.3,4.8,0.8
Aline Carvalho,M,2011-10-09,2º EM,8.8,0.9,,8.1
Juliana Araújo,F,2012-08-26,7º Ano,3.5,4.5,9.8,6.4
Beatriz Carvalho,F,2013-05-15,9º Ano,7.9,9.3,9.8,7.4
Ana Almeida,M,2007-03-21,2º EM,8.5,8.2,5.6,9.8
Rafael Carvalho,M,2012-06-25,1º EM,5.8,1.5,2.1,3.7
Lucas Araújo,F,2007-01-18,8º Ano,8.5,9.4,2.2,9.5
Pedro Lima,M,2006-06-19,9º Ano,2.6,5.7,2.8,3.7
Pedro Dias,M,2006-07-21,8º Ano,5.0,,2.7,8.7
Aline Lima,F,2011-04-25,7º Ano,8.1,6.7,0.6,6.7
Bruno Ferreira,F,2005-10-15,2º EM,0.4,2.3,2.1,9.5
Rafael Silva,F,2013-07-21,6º Ano,3.7,8.9,0.7,
João Carvalho,F,2013-09-22,3º EM,8.3,1.1,3.5,6.4
Gustavo Araújo,F,2009-03-01,7º Ano,0.4,5.4,6.6,6.8
Rodrigo Gomes,F,2006-12-18,3º EM,8.8,6.0,7.5,
Ana Souza,M,2012-05-11,8º Ano,1.9,6.8,9.1,7.8
Maria Melo,M,2011-04-21,3º EM,0.7,5.7,9.5,0.1
Camila Melo,F,2010-01-19,,5.5,8.3,0.6,9.2
Mariana Dias,F,2012-05-02,3º EM,5.6,2.8,7.9,3.3
Diego Rocha,M,2010-08-06,2º EM,,4.0,0.4,
Maria Martins,F,2006-08-07,6º Ano,7.9,3.1,4.3,9.9
Pedro Teixeira,M,2012-06-05,1º EM,3.4,2.0,9.4,5.0
Mariana Ribeiro,M,2013-03-29,3º EM,4.8,3.9,0.3,3.8
Fernanda Costa,F,2006-04-06,9º Ano,1.1,2.5,2.4,0.9
Bruno Silva,F,2009-01-03,8º Ano,3.5,3.2,3.8,2.7
Rodrigo Teixeira,F,2007-07-18,2º EM,3.3,1.8,1.5,7.9
Patricia Rocha,M,2011-03-21,7º Ano,3.2,3.2,4.1,8.5
Pedro Ferreira,M,2006-01-18,8º Ano,4.2,6.1,6.0,7.8
Beatriz Almeida,M,2012-04-23,6º Ano,7.5,3.6,3.0,9.7
Diego Melo,M,2008-11-20,8º Ano,,,5.2,0.1
Diego Oliveira,F,2011-10-28,3º EM,9.4,6.1,9.7,6.1
Bruno Pereira,M,2006-03-27,7º Ano,6.5,7.4,,5.3
Fernanda Martins,F,2011-09-28,8º Ano,6.1,9.8,5.3,6.5
Ana Souza,M,2009-03-21,8º Ano,6.8,6.9,9.1,5.5
Beatriz Pereira,F,2005-09-12,7º Ano,2.7,1.3,2.4,6.1
Mariana Ferreira,M,2012-09-04,2º EM,3.3,2.6,6.4,3.0
Fernanda Barbosa,M,2009-04-14,7º Ano,6.9,5.6,3.6,0.7
Rafael Moreira,F,2010-12-26,7º Ano,2.0,3.9,8.8,9.6
Rodrigo Silva,F,2011-01-27,9º Ano,2.6,4.0,,3.8
João Moreira,M,2009-09-12,7º Ano,6.9,7.8,3.7,3.0
Larissa Almeida,M,2008-09-20,1º EM,4.0,1.6,8.2,4.5
Diego Teixeira,M,2005-11-24,7º Ano,2.4,9.9,1.0,3.0
Bruno Barbosa,F,2005-03-09,2º EM,2.8,6.9,8.2,5.5
Fernanda Lima,M,2010-04-23,6º Ano,3.3,9.3,8.7,4.7
Larissa Teixeira,F,2009-02-23,8º Ano,4.4,8.9,4.2,8.0
Fernanda Carvalho,F,2012-09-19,9º Ano,6.5,2.7,3.4,8.5
Gustavo Martins,M,2012-11-24,3º EM,7.8,8.7,9.8,4.7
Pedro Souza,F,2010-06-22,7º Ano,2.7,3.3,7.3,5.4
Beatriz Araújo,F,2010-05-13,9º Ano,8.8,7.3,7.8,0.6
Juliana Costa,F,2013-05-17,7º Ano,4.4,1.9,2.1,3.6
Diego Martins,F,2009-11-21,,2.5,3.7,4.6,5.9
Felipe Ribeiro,F,2012-09-27,7º Ano,4.0,1.0,6.5,5.2
Rafael Dias,F,2006-02-20,3º EM,1.0,0.1,0.3,9.0
Pedro Barbosa,F,2005-02-13,2º EM,4.9,5.0,7.6,8.3
Gustavo Moreira,M,2006-10-03,6º Ano,0.4,8.9,6.1,1.7
Larissa Teixeira,F,2013-07-02,9º Ano,9.3,1.8,9.7,0.8
Rodrigo Gomes,M,2008-01-14,3º EM,1.1,0.4,8.8,6.3
Rodrigo Rocha,M,2005-03-14,1º EM,8.6,2.2,2.9,2.5
Maria Dias,M,2005-01-30,2º EM,9.0,9.2,5.4,6.4
Rafael Santos,M,2008-11-04,7º Ano,0.1,8.6,1.6,0.6
Maria Teixeira,M,2013-02-20,8º Ano,5.4,1.3,6.6,8.7
Maria Silva,F,2011-11-23,6º Ano,8.5,4.9,0.8,1.8
Diego Martins,F,2012-06-10,1º EM,9.1,9.7,7.3,2.6
Juliana Dias,,2007-07-02,9º Ano,4.9,8.5,2.4,1.6
Diego Lima,F,2010-07-11,9º Ano,1.2,0.6,2.8,5.9
Felipe Costa,M,2010-09-08,9º Ano,9.6,9.9,6.1,7.5
Beatriz Ferreira,F,2011-03-06,1º EM,3.4,7.2,0.3,0.3
Beatriz Silva,M,2011-08-08,1º EM,9.3,8.6,3.5,0.9
Fernanda Almeida,M,2009-06-16,7º Ano,8.7,8.8,1.5,0.8
Larissa Souza,Feminino,2010-06-25,2º EM,1.1,9.8,2.0,7.4
Patricia Lima,F,2005-03-02,9º Ano,8.7,5.9,0.7,
Rodrigo Rocha,M,2012-12-22,8º Ano,2.3,2.5,3.5,1.9
Bruno Ribeiro,F,2007-12-22,6º Ano,3.0,0.3,4.9,3.0
Patricia Silva,M,2013-12-25,3º EM,0.3,9.3,0.7,0.5
Juliana Santos,M,2005-07-02,9º Ano,5.8,2.1,9.7,9.9
Rodrigo Melo,F,2008-05-25,6º Ano,7.6,1.9,1.7,4.5
Ana Melo,M,2009-05-05,3º EM,7.2,7.1,7.2,5.4
Aline Almeida,F,2013-09-13,6º Ano,8.2,5.7,1.8,7.5
Bruno Souza,M,2008-06-01,7º Ano,5.2,6.0,2.9,5.0
Rodrigo Gomes,F,2010-09-14,2º EM,1.6,5.1,7.9,2.0
Pedro Almeida,M,2006-03-27,2º EM,1.9,4.1,3.1,1.7
Ana Silva,M,2005-06-16,7º Ano,7.2,5.7,8.9,4.5
Fernanda Martins,M,2011-08-17,2º EM,7.1,,9.9,2.9
Larissa Costa,M,2011-08-05,2º EM,1.3,3.3,7.4,0.3
Carlos Souza,F,2010-09-19,,7.7,7.0,5.5,1.0
Patricia Teixeira,M,2009-06-19,2º EM,1.7,8.0,4.8,8.8
Felipe Silva,F,2008-04-29,9º Ano,0.3,8.1,4.0,8.5
Rodrigo Costa,M,2008-05-25,3º EM,7.0,4.3,1.1,2.0
,M,2010-05-02,7º Ano,8.8,1.2,4.0,10.0
Mariana Teixeira,M,2012-07-28,8º Ano,2.3,7.4,5.4,8.4
Felipe Souza,M,2013-11-19,6º Ano,9.3,,0.3,7.2
Mariana Silva,F,2009-01-14,3º EM,5.0,9.1,6.9,
Rodrigo Costa,F,2010-05-28,6º Ano,0.3,2.8,0.2,8.0
Rafael Carvalho,M,2011-12-17,1º EM,,9.8,0.7,
Juliana Pereira,F,2012-11-01,1º EM,8.6,5.6,0.1,9.0
Bruno Carvalho,M,2008-06-23,9º Ano,9.8,3.5,8.7,4.9
Gustavo Carvalho,M,2009-11-16,7º Ano,3.7,9.5,3.8,1.0
Juliana Ribeiro,M,2005-08-19,7º Ano,4.1,6.0,8.5,3.9
Larissa Gomes,M,2010-09-06,1º EM,3.7,3.1,2.1,0.4
Rafael Silva,F,2013-10-30,1º EM,1.1,1.3,1.7,7.3
Patricia Martins,M,2010-08-02,1º EM,6.7,7.9,,9.4
Camila Ribeiro,M,2010-05-06,2º EM,4.2,8.2,3.3,7.4
Fernanda Moreira,M,2007-10-25,8º Ano,3.5,8.0,8.7,5.7
Diego Dias,M,2011-05-28,9º Ano,1.4,7.5,7.7,9.8
Larissa Barbosa,F,,3º EM,1.7,8.5,5.2,8.7
Aline Pereira,F,2006-03-05,8º Ano,7.1,0.4,6.2,2.0
Pedro Costa,F,2008-06-07,3º EM,0.9,0.7,9.2,4.9
Gustavo Barbosa,F,2010-09-10,7º Ano,2.0,0.5,3.9,9.7
Ana Ribeiro,M,2005-11-19,9º Ano,1.7,3.0,9.2,2.5
Patricia Costa,M,2010-06-29,2º EM,6.9,4.6,6.2,6.7
Rodrigo Moreira,F,2010-12-09,2º EM,8.2,6.8,6.1,5.8
Juliana Pereira,F,2013-05-30,9º Ano,5.0,0.4,1.7,1.6
Juliana Moreira,M,2005-05-03,1º EM,8.1,,1.2,3.8
Bruno Carvalho,F,2011-10-31,8º Ano,6.8,9.4,0.3,4.8
Beatriz Melo,M,2007-06-13,9º Ano,6.8,1.7,0.4,1.7
Carlos Barbosa,F,2007-08-30,9º Ano,8.2,,1.6,9.9
Pedro Almeida,M,2007-04-17,8º Ano,2.7,6.4,4.3,9.2
Pedro Gomes,F,2008-03-22,3º EM,2.0,7.1,,5.0
Mariana Teixeira,M,2006-11-14,2º EM,7.3,8.3,,8.9
Ana Almeida,F,2007-09-11,8º Ano,5.5,1.4,0.4,9.3
Larissa Oliveira,M,2013-09-03,3º EM,4.3,2.0,,2.3
Ana Dias,F,2011-11-26,8º Ano,3.8,,9.4,
Rafael Carvalho,M,2005-06-21,1º EM,4.3,3.2,6.5,2.0
Rodrigo Rocha,M,2013-08-03,3º EM,7.2,5.6,6.5,6.8
Juliana Souza,F,2012-04-22,3º EM,2.8,2.2,1.0,2.4
Gustavo Silva,F,2013-10-22,8º Ano,,9.4,1.6,5.5
Felipe Santos,F,2009-02-22,8º Ano,9.1,0.5,3.4,6.5
Bruno Silva,M,2010-01-29,7º Ano,8.8,2.7,6.2,2.0
Juliana Rocha,M,2009-09-10,2º EM,5.7,4.0,,4.4
Fernanda Rocha,F,2013-02-16,8º Ano,10.0,6.7,2.4,3.5
Mariana Santos,,2012-01-04,,6.1,9.5,9.3,0.7
Camila Pereira,M,2012-11-21,9º Ano,,3.6,6.6,0.6
Pedro Moreira,M,2008-02-25,8º Ano,,3.3,1.6,3.0
Felipe Teixeira,F,2010-09-30,8º Ano,4.4,6.8,6.3,3.5
Carlos Pereira,M,2012-01-30,2º EM,8.6,6.8,2.0,
Patricia Costa,M,2010-10-14,9º Ano,2.7,0.4,7.8,2.0
Rafael Lima,F,2012-12-19,7º Ano,2.4,5.2,8.0,4.7
Mariana Silva,F,2008-05-24,3º EM,0.4,9.0,8.7,
Felipe Ferreira,M,2005-10-15,7º Ano,9.8,9.0,2.4,0.6
Maria Almeida,F,2010-06-04,8º Ano,9.2,2.2,8.6,1.7
Ana Rocha,F,2012-01-26,2º EM,4.0,9.2,1.9,2.0
Diego Pereira,M,2006-06-25,1º EM,6.1,9.9,4.2,
Felipe Santos,F,2007-01-15,6º Ano,3.4,4.1,7.7,5.9
Rodrigo Teixeira,M,2013-03-21,,4.9,0.2,6.0,5.1
Bruno Pereira,F,2010-10-11,8º Ano,6.3,1.1,,4.6
Maria Costa,M,2005-07-04,9º Ano,6.0,0.2,3.5,9.4
Aline Almeida,F,2007-07-31,8º Ano,7.6,0.2,,2.8
Gustavo Oliveira,F,2008-12-09,,3.8,9.9,7.3,3.4
Larissa Martins,,2008-10-16,6º Ano,0.4,,7.5,2.8
Lucas Costa,F,2013-12-28,8º Ano,7.0,8.5,6.7,7.4
Mariana Gomes,M,2010-10-01,1º EM,5.1,4.6,3.6,9.3
Felipe Ferreira,F,2013-01-26,2º EM,1.5,6.5,5.9,6.2
Aline Costa,F,2005-05-28,2º EM,8.2,6.3,7.0,5.3
Carlos Rocha,F,2010-11-18,6º Ano,2.0,3.6,1.1,1.5
Juliana Ribeiro,F,2013-12-16,7º Ano,0.3,9.5,6.0,
Diego Silva,M,2010-10-09,8º Ano,5.9,1.3,,9.6
Larissa Teixeira,M,2011-05-12,6º Ano,0.4,3.0,4.4,7.9
Gustavo Dias,F,2012-04-17,6º Ano,8.2,7.7,9.0,9.7
Rafael Ribeiro,M,2006-03-24,9º Ano,2.5,7.5,9.5,8.5
Diego Martins,F,2005-03-26,9º Ano,0.2,,9.1,3.4
Rafael Ferreira,M,2011-09-06,7º Ano,8.3,2.1,0.4,8.9
Aline Ferreira,M,2010-09-18,6º Ano,1.2,1.4,3.4,
Pedro Teixeira,F,2008-04-19,2º EM,4.1,9.0,4.5,6.1
Gustavo Silva,M,2006-02-09,7º Ano,1.1,7.5,6.9,7.7
Fernanda Lima,F,2005-08-01,3º EM,1.9,0.4,3.1,0.5
Aline Melo,M,2005-05-06,2º EM,4.0,0.4,4.7,0.9
Rafael Moreira,F,2013-06-21,2º EM,7.5,3.6,5.5,9.9
Maria Melo,F,2013-12-16,6º Ano,1.3,6.4,4.9,0.8
Pedro Carvalho,M,2012-07-10,7º Ano,1.8,6.3,4.3,2.9
Beatriz Dias,F,2010-11-03,3º EM,3.0,3.2,10.0,7.2
Lucas Costa,F,2012-01-01,6º Ano,1.5,6.8,7.5,0.2
Larissa Dias,F,2007-04-01,9º Ano,9.2,9.8,1.6,6.2
Juliana Barbosa,M,2006-05-11,9º Ano,9.5,7.4,3.2,3.5
Larissa Santos,M,2008-11-09,2º EM,2.3,8.5,9.7,0.3
Carlos Lima,M,2008-01-18,3º EM,8.4,2.1,9.5,9.7
Gustavo Teixeira,M,2012-02-16,3º EM,4.7,4.9,,6.2
Beatriz Souza,F,2007-06-23,6º Ano,1.6,9.0,,9.7
Carlos Costa,M,2012-01-28,2º EM,6.2,9.4,9.9,8.5
Lucas Gomes,M,2013-04-28,9º Ano,1.9,5.6,2.8,6.9
Gustavo Santos,M,2005-09-20,2º EM,6.8,3.5,2.9,0.6
Maria Oliveira,,2008-01-27,3º EM,1.5,1.3,9.0,4.0
Pedro Moreira,M,2008-07-07,3º EM,7.8,5.7,1.1,8.0
João Barbosa,F,2005-06-03,9º Ano,1.2,8.3,7.2,7.0
Diego Souza,F,2009-01-19,7º Ano,7.3,0.5,3.2,3.9
Beatriz Teixeira,F,2008-05-21,6º Ano,8.0,7.2,3.8,6.8
Camila Silva,F,2006-12-15,8º Ano,7.0,5.4,1.1,1.1
Gustavo Teixeira,F,2012-10-26,8º Ano,0.8,0.1,0.6,9.3
Ana Almeida,F,2006-06-16,3º EM,1.3,3.0,5.3,3.8
Rodrigo Ribeiro,F,,7º Ano,7.0,3.4,5.0,9.6
Gustavo Araújo,M,2012-10-31,7º Ano,7.5,0.7,7.6,3.3
Carlos Martins,F,2009-05-19,7º Ano,3.0,7.1,9.0,3.8
Gustavo Silva,M,2006-12-23,7º Ano,4.7,7.8,8.2,0.1
Ana Gomes,M,2009-01-17,1º EM,6.6,5.7,9.0,4.7
Carlos Araújo,M,2005-05-24,9º Ano,6.9,1.9,8.2,7.2
Beatriz Oliveira,M,2010-11-08,7º Ano,3.2,7.6,4.5,4.5
Gustavo Martins,F,2005-06-10,1º EM,3.6,1.7,3.3,5.6
Carlos Souza,F,2005-01-04,1º EM,0.6,0.3,2.0,6.7
Pedro Ferreira,M,2012-08-07,9º Ano,2.6,7.4,9.5,0.1
Carlos Souza,M,2011-06-06,2º EM,5.6,0.8,1.2,0.0
João Souza,F,2009-11-10,3º EM,4.6,7.2,3.4,8.6
Rodrigo Melo,F,2006-04-16,8º Ano,6.0,4.1,5.6,2.8
João Melo,F,2009-07-22,8º Ano,4.6,6.1,1.9,4.1
Diego Moreira,,2009-01-06,3º EM,2.0,3.5,8.4,8.0
Diego Souza,M,2005-07-20,8º Ano,4.9,4.3,7.1,5.6
Bruno Moreira,M,2008-11-17,8º Ano,9.8,8.5,4.5,9.3
Beatriz Moreira,F,2010-07-02,1º EM,1.9,6.4,5.8,
Larissa Rocha,M,2006-07-12,2º EM,2.9,6.5,1.9,7.5
Aline Costa,M,2005-01-21,8º Ano,4.6,5.2,4.5,3.2
Mariana Ribeiro,F,2013-06-26,2º EM,,7.0,4.3,3.5
Bruno Silva,F,2012-03-27,6º Ano,4.3,1.1,1.0,5.0
Carlos Pereira,X,2008-03-11,3º EM,5.1,2.6,2.4,0.7
Lucas Rocha,M,2005-09-11,6º Ano,0.3,6.4,4.1,2.3
Maria Oliveira,F,2013-02-12,1º EM,3.3,5.7,0.9,9.2
Ana Ribeiro,F,2012-02-19,9º Ano,2.2,7.1,9.7,8.6
Ana Araújo,M,2011-01-29,1º EM,4.0,4.0,9.1,1.2
Camila Melo,F,2009-08-26,2º EM,9.6,7.7,9.7,0.3
Bruno Silva,F,2009-06-12,6º Ano,1.8,9.5,4.0,0.2
Maria Moreira,M,2010-05-27,8º Ano,1.9,6.8,8.6,0.9
Lucas Dias,M,2007-04-28,8º Ano,8.0,,9.7,0.8
Pedro Rocha,M,2008-11-08,9º Ano,8.3,2.4,4.1,9.9
Fernanda Carvalho,M,2010-07-03,2º EM,6.7,2.3,1.0,7.5
Lucas Araújo,M,2012-09-07,2º EM,4.4,3.6,3.0,4.0
Fernanda Pereira,F,2012-11-22,6º Ano,3.3,1.7,9.9,2.1
Ana Martins,F,2007-03-14,1º EM,8.5,,3.5,0.0
Maria Lima,F,2012-04-27,8º Ano,3.9,9.6,9.1,9.1
Pedro Carvalho,F,2011-08-18,3º EM,2.7,8.8,1.6,1.0
Fernanda Silva,M,2009-02-25,2º EM,8.6,5.7,7.6,7.0
Diego Gomes,F,2012-01-18,9º Ano,7.0,9.6,3.8,7.2
Juliana Araújo,F,2005-01-19,2º EM,0.4,,3.0,
Camila Silva,F,2006-02-23,9º Ano,4.9,1.0,5.1,5.8
Pedro Moreira,M,2013-05-17,2º EM,6.8,2.9,5.0,8.4
Rafael Costa,F,2007-01-09,3º EM,8.4,5.8,5.6,5.9
Aline Lima,F,2012-04-25,9º Ano,8.4,7.3,2.8,5.5
Camila Ribeiro,F,2009-05-27,6º Ano,5.2,0.9,1.5,2.5
João Souza,M,2012-02-24,8º Ano,7.9,4.1,8.4,9.1
Beatriz Barbosa,F,2011-04-30,9º Ano,5.3,4.7,9.8,7.5
Camila Moreira,M,2006-01-19,6º Ano,3.1,7.8,7.4,9.2
Bruno Martins,M,10/05/2010,6º Ano,1.9,4.4,7.1,2.2
Camila Dias,F,2006-06-09,1º EM,7.2,0.5,4.5,
Rodrigo Santos,F,2005-02-05,7º Ano,,0.0,6.1,1.1
Diego Souza,F,2005-07-22,9º Ano,0.5,2.5,0.9,3.8
Diego Gomes,M,2007-06-30,9º Ano,4.2,9.4,6.8,7.6
Camila Souza,F,2012-02-07,6º Ano,4.5,1.7,,5.8
Bruno Silva,F,2013-06-18,6º Ano,8.0,2.7,4.2,2.4
Larissa Lima,F,2007-09-26,9º Ano,4.0,1.2,7.6,0.6
Aline Araújo,F,2006-10-08,2º EM,6.5,4.5,5.9,5.4
Fernanda Moreira,F,2009-05-31,7º Ano,5.2,6.2,1.5,
Gustavo Costa,M,2007-01-21,8º Ano,4.0,9.4,4.8,6.3
Gustavo Souza,F,2007-11-25,8º Ano,5.9,6.9,4.5,7.2
Rodrigo Pereira,F,2005-08-03,,0.7,1.2,4.4,0.6
Gustavo Dias,F,2012-02-04,6º Ano,1.4,4.1,5.4,8.9
Felipe Moreira,M,2006-04-21,2º EM,6.5,7.9,7.4,9.6
Camila Costa,F,2005-07-26,9º Ano,6.4,7.9,7.4,9.3
João Teixeira,F,2008-01-07,9º Ano,2.2,9.1,4.5,9.2
Pedro Moreira,F,2011-04-09,1º EM,2.6,5.7,8.2,1.1
